Date,Actual_Close,Predicted_Close,Predicted_Close_Minimum,Predicted_Close_Maximum,Percent_Change_from_Close,Actual_Up_Down,Predicted_Up_Down,Company
2022-07-04,1395.599976,,,,,Down,nan,NYKAA.NS
2022-07-05,1383.449951,1411.0894925583204,1385.6882702952385,1435.3030025921164,-1.9978707244408576,Down,Down,NYKAA.NS
2022-07-06,1402.199951,1416.4868102534117,1392.6277207651738,1440.9734023312687,-1.018888871249962,Up,Up,NYKAA.NS
2022-07-07,1453.300049,1410.233032280744,1384.9502168556974,1434.9044649542764,2.9633947063367843,Up,Down,NYKAA.NS
2022-07-08,1393.849976,1403.4797227705235,1379.1529662986848,1428.029871593306,-0.6908739775681229,Down,Down,NYKAA.NS
2022-07-11,1410.25,1396.9981646719602,1373.4386335818706,1419.481874134615,0.939679867260398,Up,Down,NYKAA.NS
2022-07-12,1401.150024,1410.26479023264,1385.7009429151951,1435.5556662650995,-0.6505203637380106,Down,Up,NYKAA.NS
2022-07-13,1435.75,1406.73383340269,1381.4027708832857,1430.3103539440408,2.020976256124679,Up,Down,NYKAA.NS
2022-07-14,1416.050049,1413.1382690206094,1389.1426382547374,1435.2990305150415,0.2056269113826026,Down,Up,NYKAA.NS
2022-07-15,1409.099976,1410.607491468985,1386.3005279081956,1435.1166708810006,-0.106984280367701,Down,Down,NYKAA.NS
2022-07-18,1401.300049,1419.2444525132228,1396.21432721185,1444.5531754406832,-1.280553977431769,Down,Up,NYKAA.NS
2022-07-19,1395.800049,1416.5263842007369,1392.298009004572,1440.2488927825436,-1.4849071839183543,Down,Down,NYKAA.NS
2022-07-20,1405.800049,1421.4299282407474,1398.0135452870652,1445.8957244976425,-1.1118138210242312,Up,Up,NYKAA.NS
2022-07-21,1410.0,1419.2807057546086,1395.3097282022948,1444.8857085812615,-0.658206081887132,Up,Down,NYKAA.NS
2022-07-22,1453.849976,1422.1441670329536,1397.722324398397,1446.4022255008244,2.180817105646554,Up,Up,NYKAA.NS
2022-07-25,1433.900024,1418.5735992880534,1392.53459044138,1442.6042800562009,1.0688628534360516,Down,Down,NYKAA.NS
2022-07-26,1454.099976,1420.9443503925645,1397.1503222890449,1444.0504256777838,2.2801475933340978,Up,Up,NYKAA.NS
2022-07-27,1435.699951,1426.539840036265,1402.090365735902,1451.3726850720425,0.6380240493394674,Down,Up,NYKAA.NS
2022-07-28,1400.949951,1431.2969599011428,1405.6101374783234,1455.9639592023818,-2.1661736651963217,Down,Up,NYKAA.NS
2022-07-29,1397.099976,1424.755682993485,1401.223011019582,1449.242270267606,-1.979508085932782,Down,Down,NYKAA.NS
2022-08-01,1415.949951,1426.4020297022696,1403.6836185239968,1451.025439012992,-0.738167242061619,Up,Up,NYKAA.NS
2022-08-02,1438.599976,1429.1126717717427,1404.022992532661,1453.7328435465656,0.6594817452059546,Up,Up,NYKAA.NS
2022-08-03,1440.050049,1429.2275229677512,1402.6413837130362,1453.76593203137,0.7515381871459378,Up,Up,NYKAA.NS
2022-08-04,1444.400024,1429.4149873374113,1404.314002709216,1454.657574500359,1.0374575196343776,Up,Up,NYKAA.NS
2022-08-05,1411.25,1421.650745093033,1396.9172878301804,1444.9904911232763,-0.7369881376817033,Down,Down,NYKAA.NS
2022-08-08,1416.199951,1411.980329734667,1386.6127101120744,1438.6044071107867,0.2979537785150643,Up,Down,NYKAA.NS
2022-08-10,1390.050049,1409.6640858769745,1385.3845377242303,1432.2791117248178,-1.411030983458821,Down,Down,NYKAA.NS
2022-08-11,1418.150024,1409.892583787853,1385.8523213265707,1433.9877346507649,0.5822684534359958,Up,Up,NYKAA.NS
2022-08-12,1398.699951,1391.3982197054838,1365.422766689832,1416.342628948992,0.522037002238819,Down,Down,NYKAA.NS
2022-08-16,1399.449951,1398.6886650458453,1373.9895372202757,1423.3581322066325,0.0543989410704406,Up,Up,NYKAA.NS
2022-08-17,1400.949951,1401.0602351171658,1374.9580453625638,1424.785236147903,-0.0078720954368874,Up,Up,NYKAA.NS
2022-08-18,1387.5,1399.4248853432014,1374.411780334788,1424.7899600575502,-0.8594511959064047,Down,Down,NYKAA.NS
